,name,R,Z,coil_pair
14,p1_inner,0.20249945,-1.0802795,p1
14,p1_inner,0.20249946,-1.0422794,p1
14,p1_inner,0.20249946,-1.0042791,p1
14,p1_inner,0.20249948,-0.9662789,p1
14,p1_inner,0.20249948,-0.9282787,p1
14,p1_inner,0.20249948,-0.8902785,p1
14,p1_inner,0.2024995,-0.8522783,p1
14,p1_inner,0.2024995,-0.8142781,p1
14,p1_inner,0.20249951,-0.7762779,p1
14,p1_inner,0.20249951,-0.73827773,p1
14,p1_inner,0.20249951,-0.7002775,p1
14,p1_inner,0.20249951,-0.66227734,p1
14,p1_inner,0.20249952,-0.6242771,p1
14,p1_inner,0.20249952,-0.58627695,p1
14,p1_inner,0.20249952,-0.5482767,p1
14,p1_inner,0.20249954,-0.51027656,p1
14,p1_inner,0.20249954,-0.4722764,p1
14,p1_inner,0.20249954,-0.4342762,p1
14,p1_inner,0.20249954,-0.396276,p1
14,p1_inner,0.20249954,-0.3582758,p1
14,p1_inner,0.20249955,-0.3202756,p1
14,p1_inner,0.20249955,-0.2822754,p1
14,p1_inner,0.20249955,-0.2442752,p1
14,p1_inner,0.20249955,-0.206275,p1
14,p1_inner,0.20249955,-0.1682748,p1
14,p1_inner,0.20249955,-0.13027461,p1
14,p1_inner,0.20249957,-0.092274405,p1
14,p1_inner,0.20249957,-0.054274216,p1
14,p1_inner,0.20249957,-0.016274018,p1
14,p1_inner,0.20249957,0.021726178,p1
14,p1_inner,0.20249957,0.059726376,p1
14,p1_inner,0.20249957,0.097726576,p1
14,p1_inner,0.20249957,0.13572676,p1
14,p1_inner,0.20249957,0.17372696,p1
14,p1_inner,0.20249957,0.21172716,p1
14,p1_inner,0.20249957,0.24972737,p1
14,p1_inner,0.20249957,0.28772756,p1
14,p1_inner,0.20249957,0.32572776,p1
14,p1_inner,0.20249957,0.36372796,p1
14,p1_inner,0.20249957,0.40172815,p1
14,p1_inner,0.20249957,0.43972835,p1
14,p1_inner,0.20249955,0.47772855,p1
14,p1_inner,0.20249955,0.5157288,p1
14,p1_inner,0.20249955,0.55372894,p1
14,p1_inner,0.20249955,0.59172916,p1
14,p1_inner,0.20249955,0.62972933,p1
14,p1_inner,0.20249955,0.66772956,p1
14,p1_inner,0.20249955,0.7057297,p1
14,p1_inner,0.20249954,0.74372995,p1
14,p1_inner,0.20249954,0.7817301,p1
14,p1_inner,0.20249954,0.81973034,p1
14,p1_inner,0.20249954,0.8577305,p1
14,p1_inner,0.20249952,0.89573073,p1
14,p1_inner,0.20249952,0.9337309,p1
14,p1_inner,0.20249952,0.9717311,p1
14,p1_inner,0.20249952,1.0097313,p1
14,p1_inner,0.20249951,1.0477315,p1
14,p1_inner,0.20249951,1.0857317,p1
14,p1_inner,0.20249951,1.1237319,p1
14,p1_inner,0.2024995,1.1617321,p1
14,p1_inner,0.2024995,1.1997323,p1
14,p1_inner,0.2024995,1.2377325,p1
14,p1_inner,0.20249948,1.2757326,p1
14,p1_inner,0.20249948,1.3137329,p1
14,p1_inner,0.20249946,1.3517331,p1
14,p1_inner,0.20249946,1.3897333,p1
14,p1_inner,0.20249945,1.4277335,p1
14,p1_inner,0.20249945,1.4657336,p1
14,p1_inner,0.20249943,1.5037339,p1
15,p1_outer,0.18899947,1.5227344,p1
15,p1_outer,0.18899952,1.4847343,p1
15,p1_outer,0.18899953,1.4467341,p1
15,p1_outer,0.18899947,1.4087338,p1
15,p1_outer,0.18899949,1.3707336,p1
15,p1_outer,0.18899955,1.3327334,p1
15,p1_outer,0.18899949,1.2947332,p1
15,p1_outer,0.1889995,1.256733,p1
15,p1_outer,0.1889995,1.2187327,p1
15,p1_outer,0.18899952,1.1807326,p1
15,p1_outer,0.18899958,1.1427324,p1
15,p1_outer,0.18899958,1.1047322,p1
15,p1_outer,0.18899953,1.0667319,p1
15,p1_outer,0.1889996,1.0287317,p1
15,p1_outer,0.1889996,0.9907315,p1
15,p1_outer,0.18899955,0.9527313,p1
15,p1_outer,0.18899961,0.9147311,p1
15,p1_outer,0.18899961,0.87673086,p1
15,p1_outer,0.18899962,0.83873063,p1
15,p1_outer,0.18899962,0.80073047,p1
15,p1_outer,0.18899956,0.76273024,p1
15,p1_outer,0.18899962,0.72473,p1
15,p1_outer,0.18899964,0.6867298,p1
15,p1_outer,0.18899958,0.6487296,p1
15,p1_outer,0.18899958,0.6107294,p1
15,p1_outer,0.18899964,0.5727292,p1
15,p1_outer,0.18899958,0.53472894,p1
15,p1_outer,0.18899964,0.49672872,p1
15,p1_outer,0.18899958,0.45872852,p1
15,p1_outer,0.18899965,0.4207283,p1
15,p1_outer,0.18899965,0.3827281,p1
15,p1_outer,0.1889996,0.34472787,p1
15,p1_outer,0.1889996,0.30672768,p1
15,p1_outer,0.18899965,0.26872745,p1
15,p1_outer,0.18899965,0.23072726,p1
15,p1_outer,0.1889996,0.19272704,p1
15,p1_outer,0.18899965,0.15472683,p1
15,p1_outer,0.18899965,0.11672662,p1
15,p1_outer,0.18899965,0.07872641,p1
15,p1_outer,0.18899965,0.040726196,p1
15,p1_outer,0.18899965,0.0027259851,p1
15,p1_outer,0.18899965,-0.035274226,p1
15,p1_outer,0.18899958,-0.07327443,p1
15,p1_outer,0.18899964,-0.111274645,p1
15,p1_outer,0.18899958,-0.14927486,p1
15,p1_outer,0.18899964,-0.18727508,p1
15,p1_outer,0.18899964,-0.22527528,p1
15,p1_outer,0.18899964,-0.2632755,p1
15,p1_outer,0.18899958,-0.3012757,p1
15,p1_outer,0.18899956,-0.33927593,p1
15,p1_outer,0.18899956,-0.37727612,p1
15,p1_outer,0.18899956,-0.41527635,p1
15,p1_outer,0.18899962,-0.45327654,p1
15,p1_outer,0.18899962,-0.49127677,p1
15,p1_outer,0.18899961,-0.52927697,p1
15,p1_outer,0.18899961,-0.56727713,p1
15,p1_outer,0.18899955,-0.60527736,p1
15,p1_outer,0.1889996,-0.6432776,p1
15,p1_outer,0.18899953,-0.6812778,p1
15,p1_outer,0.1889996,-0.719278,p1
15,p1_outer,0.18899958,-0.7572782,p1
15,p1_outer,0.18899952,-0.79527843,p1
15,p1_outer,0.18899958,-0.83327866,p1
15,p1_outer,0.18899956,-0.8712788,p1
15,p1_outer,0.18899956,-0.90927905,p1
15,p1_outer,0.18899949,-0.9472793,p1
15,p1_outer,0.18899949,-0.9852795,p1
15,p1_outer,0.18899955,-1.0232797,p1
15,p1_outer,0.18899953,-1.0612799,p1
15,p1_outer,0.18899953,-1.0992801,p1
15,p1_outer,0.18899952,-1.1372803,p1
15,p1_outer,0.18899952,-1.1752805,p1
15,p1_outer,0.1889995,-1.2132807,p1
15,p1_outer,0.18899949,-1.2512809,p1
15,p1_outer,0.18899949,-1.2892811,p1
15,p1_outer,0.18899947,-1.3272814,p1
15,p1_outer,0.1889994,-1.3652816,p1
15,p1_outer,0.1889994,-1.4032818,p1
15,p1_outer,0.18899944,-1.4412819,p1
15,p1_outer,0.18899944,-1.4792821,p1
15,p1_outer,0.18899943,-1.5172825,p1
15,p1_outer,0.18899946,1.5037344,p1
15,p1_outer,0.18899952,1.4657341,p1
15,p1_outer,0.18899947,1.4277339,p1
15,p1_outer,0.18899947,1.3897337,p1
15,p1_outer,0.18899949,1.3517336,p1
15,p1_outer,0.18899949,1.3137333,p1
15,p1_outer,0.18899956,1.2757331,p1
15,p1_outer,0.18899956,1.2377329,p1
15,p1_outer,0.18899958,1.1997327,p1
15,p1_outer,0.18899958,1.1617324,p1
15,p1_outer,0.18899952,1.1237322,p1
15,p1_outer,0.18899953,1.085732,p1
15,p1_outer,0.1889996,1.0477318,p1
15,p1_outer,0.1889996,1.0097317,p1
15,p1_outer,0.18899961,0.9717314,p1
15,p1_outer,0.18899961,0.9337312,p1
15,p1_outer,0.18899961,0.895731,p1
15,p1_outer,0.18899955,0.85773075,p1
15,p1_outer,0.18899956,0.8197306,p1
15,p1_outer,0.18899956,0.78173035,p1
15,p1_outer,0.18899956,0.7437301,p1
15,p1_outer,0.18899962,0.7057299,p1
15,p1_outer,0.18899956,0.66772974,p1
15,p1_outer,0.18899964,0.6297295,p1
15,p1_outer,0.18899964,0.5917293,p1
15,p1_outer,0.18899964,0.55372906,p1
15,p1_outer,0.18899958,0.51572883,p1
15,p1_outer,0.18899958,0.47772864,p1
15,p1_outer,0.18899958,0.4397284,p1
15,p1_outer,0.18899965,0.4017282,p1
15,p1_outer,0.18899965,0.363728,p1
15,p1_outer,0.18899965,0.3257278,p1
15,p1_outer,0.1889996,0.28772756,p1
15,p1_outer,0.18899965,0.24972737,p1
15,p1_outer,0.1889996,0.21172714,p1
15,p1_outer,0.18899965,0.17372693,p1
15,p1_outer,0.18899965,0.13572672,p1
15,p1_outer,0.1889996,0.09772652,p1
15,p1_outer,0.18899965,0.0597263,p1
15,p1_outer,0.18899965,0.02172609,p1
15,p1_outer,0.18899965,-0.01627412,p1
15,p1_outer,0.18899958,-0.05427433,p1
15,p1_outer,0.18899958,-0.09227454,p1
15,p1_outer,0.18899958,-0.13027476,p1
15,p1_outer,0.18899964,-0.16827497,p1
15,p1_outer,0.18899964,-0.20627518,p1
15,p1_outer,0.18899964,-0.24427539,p1
15,p1_outer,0.18899958,-0.2822756,p1
15,p1_outer,0.18899964,-0.3202758,p1
15,p1_outer,0.18899956,-0.35827604,p1
15,p1_outer,0.18899956,-0.39627624,p1
15,p1_outer,0.18899956,-0.43427646,p1
15,p1_outer,0.18899956,-0.47227666,p1
15,p1_outer,0.18899955,-0.51027685,p1
15,p1_outer,0.18899961,-0.548277,p1
15,p1_outer,0.18899955,-0.58627725,p1
15,p1_outer,0.18899961,-0.6242775,p1
15,p1_outer,0.18899953,-0.6622777,p1
15,p1_outer,0.1889996,-0.70027786,p1
15,p1_outer,0.1889996,-0.7382781,p1
15,p1_outer,0.18899952,-0.7762783,p1
15,p1_outer,0.18899958,-0.81427854,p1
15,p1_outer,0.18899956,-0.8522787,p1
15,p1_outer,0.18899956,-0.89027894,p1
15,p1_outer,0.18899949,-0.92827916,p1
15,p1_outer,0.18899955,-0.9662794,p1
15,p1_outer,0.18899947,-1.0042796,p1
15,p1_outer,0.18899953,-1.0422798,p1
15,p1_outer,0.18899953,-1.08028,p1
15,p1_outer,0.18899952,-1.1182802,p1
15,p1_outer,0.18899952,-1.1562804,p1
15,p1_outer,0.1889995,-1.1942806,p1
15,p1_outer,0.18899943,-1.2322809,p1
15,p1_outer,0.18899949,-1.2702811,p1
15,p1_outer,0.18899949,-1.3082812,p1
15,p1_outer,0.18899947,-1.3462814,p1
15,p1_outer,0.1889994,-1.3842816,p1
15,p1_outer,0.18899946,-1.4222819,p1
15,p1_outer,0.18899938,-1.4602821,p1
15,p1_outer,0.18899944,-1.4982823,p1
15,p1_outer,0.18899985,-1.5362824,p1
15,p1_outer,0.21599936,1.5132664,p1
15,p1_outer,0.21599936,1.4752667,p1
15,p1_outer,0.21599938,1.4372668,p1
15,p1_outer,0.21599938,1.3992671,p1
15,p1_outer,0.2159994,1.3612672,p1
15,p1_outer,0.2159994,1.3232673,p1
15,p1_outer,0.2159994,1.2852676,p1
15,p1_outer,0.2159994,1.2472677,p1
15,p1_outer,0.21599941,1.209268,p1
15,p1_outer,0.21599941,1.1712681,p1
15,p1_outer,0.21599942,1.1332684,p1
15,p1_outer,0.21599942,1.0952685,p1
15,p1_outer,0.21599942,1.0572687,p1
15,p1_outer,0.21599942,1.0192689,p1
15,p1_outer,0.21599944,0.98126906,p1
15,p1_outer,0.21599944,0.94326925,p1
15,p1_outer,0.21599944,0.90526944,p1
15,p1_outer,0.21599945,0.86726964,p1
15,p1_outer,0.21599945,0.82926977,p1
15,p1_outer,0.21599945,0.79126996,p1
15,p1_outer,0.21599945,0.75327015,p1
15,p1_outer,0.21599945,0.71527034,p1
15,p1_outer,0.21599947,0.67727053,p1
15,p1_outer,0.21599947,0.6392707,p1
15,p1_outer,0.21599947,0.6012709,p1
15,p1_outer,0.21599947,0.5632711,p1
15,p1_outer,0.21599947,0.5252713,p1
15,p1_outer,0.21599947,0.48727143,p1
15,p1_outer,0.21599947,0.44927162,p1
15,p1_outer,0.21599947,0.41127178,p1
15,p1_outer,0.21599947,0.37327197,p1
15,p1_outer,0.21599948,0.33527216,p1
15,p1_outer,0.21599948,0.29727235,p1
15,p1_outer,0.21599948,0.25927252,p1
15,p1_outer,0.21599948,0.2212727,p1
15,p1_outer,0.21599948,0.1832729,p1
15,p1_outer,0.21599948,0.14527307,p1
15,p1_outer,0.21599948,0.10727327,p1
15,p1_outer,0.21599948,0.06927346,p1
15,p1_outer,0.21599948,0.031273637,p1
15,p1_outer,0.21599948,-0.0067261783,p1
15,p1_outer,0.21599947,-0.044725996,p1
15,p1_outer,0.21599947,-0.08272581,p1
15,p1_outer,0.21599947,-0.120725624,p1
15,p1_outer,0.21599947,-0.15872544,p1
15,p1_outer,0.21599947,-0.19672526,p1
15,p1_outer,0.21599947,-0.23472507,p1
15,p1_outer,0.21599947,-0.2727249,p1
15,p1_outer,0.21599947,-0.3107247,p1
15,p1_outer,0.21599945,-0.3487245,p1
15,p1_outer,0.21599945,-0.38672435,p1
15,p1_outer,0.21599945,-0.42472416,p1
15,p1_outer,0.21599945,-0.46272397,p1
15,p1_outer,0.21599945,-0.5007238,p1
15,p1_outer,0.21599944,-0.5387236,p1
15,p1_outer,0.21599944,-0.5767234,p1
15,p1_outer,0.21599944,-0.6147232,p1
15,p1_outer,0.21599944,-0.652723,p1
15,p1_outer,0.21599942,-0.6907228,p1
15,p1_outer,0.21599942,-0.72872263,p1
15,p1_outer,0.21599942,-0.76672244,p1
15,p1_outer,0.21599941,-0.8047223,p1
15,p1_outer,0.21599941,-0.8427221,p1
15,p1_outer,0.21599941,-0.8807219,p1
15,p1_outer,0.2159994,-0.91872174,p1
15,p1_outer,0.2159994,-0.95672154,p1
15,p1_outer,0.2159994,-0.99472135,p1
15,p1_outer,0.21599938,-1.0327212,p1
15,p1_outer,0.21599938,-1.070721,p1
15,p1_outer,0.21599936,-1.1087208,p1
15,p1_outer,0.21599942,-1.1467205,p1
15,p1_outer,0.21599935,-1.1847204,p1
15,p1_outer,0.21599934,-1.2607201,p1
15,p1_outer,0.21599934,-1.2987199,p1
15,p1_outer,0.21599932,-1.3367198,p1
15,p1_outer,0.21599932,-1.3747195,p1
15,p1_outer,0.2159993,-1.4127194,p1
15,p1_outer,0.21599936,-1.4507191,p1
15,p1_outer,0.21599936,-1.488719,p1
15,p1_outer,0.21599932,-1.5267187,p1
15,p1_outer,0.21599934,1.5322664,p1
15,p1_outer,0.21599936,1.4942666,p1
15,p1_outer,0.21599936,1.4562668,p1
15,p1_outer,0.21599938,1.4182669,p1
15,p1_outer,0.21599938,1.3802671,p1
15,p1_outer,0.2159994,1.3422673,p1
15,p1_outer,0.2159994,1.3042675,p1
15,p1_outer,0.2159994,1.2662677,p1
15,p1_outer,0.21599941,1.2282679,p1
15,p1_outer,0.21599941,1.190268,p1
15,p1_outer,0.21599942,1.1522682,p1
15,p1_outer,0.21599942,1.1142684,p1
15,p1_outer,0.21599942,1.0762686,p1
15,p1_outer,0.21599942,1.0382688,p1
15,p1_outer,0.21599944,1.0002689,p1
15,p1_outer,0.21599944,0.9622691,p1
15,p1_outer,0.21599944,0.9242693,p1
15,p1_outer,0.21599944,0.8862695,p1
15,p1_outer,0.21599945,0.8482697,p1
15,p1_outer,0.21599945,0.8102699,p1
15,p1_outer,0.21599945,0.7722701,p1
15,p1_outer,0.21599945,0.7342703,p1
15,p1_outer,0.21599945,0.69627047,p1
15,p1_outer,0.21599947,0.6582706,p1
15,p1_outer,0.21599947,0.6202708,p1
15,p1_outer,0.21599947,0.582271,p1
15,p1_outer,0.21599947,0.5442712,p1
15,p1_outer,0.21599947,0.50627136,p1
15,p1_outer,0.21599947,0.46827152,p1
15,p1_outer,0.21599947,0.4302717,p1
15,p1_outer,0.21599947,0.39227188,p1
15,p1_outer,0.21599947,0.35427207,p1
15,p1_outer,0.21599948,0.31627226,p1
15,p1_outer,0.21599948,0.27827245,p1
15,p1_outer,0.21599948,-1.2227327,p1
15,p1_outer,0.21599948,0.24027263,p1
15,p1_outer,0.21599948,0.2022728,p1
15,p1_outer,0.21599948,0.164273,p1
15,p1_outer,0.21599948,0.12627317,p1
15,p1_outer,0.21599948,0.08827336,p1
15,p1_outer,0.21599948,0.050273545,p1
15,p1_outer,0.21599948,0.012273729,p1
15,p1_outer,0.21599948,-0.025726087,p1
15,p1_outer,0.21599947,-0.0637259,p1
15,p1_outer,0.21599947,-0.10172571,p1
15,p1_outer,0.21599947,-0.13972554,p1
15,p1_outer,0.21599947,-0.17772536,p1
15,p1_outer,0.21599947,-0.21572517,p1
15,p1_outer,0.21599947,-0.253725,p1
15,p1_outer,0.21599947,-0.2917248,p1
15,p1_outer,0.21599947,-0.3297246,p1
15,p1_outer,0.21599945,-0.36772442,p1
15,p1_outer,0.21599945,-0.40572426,p1
15,p1_outer,0.21599951,-0.443724,p1
15,p1_outer,0.21599945,-0.48172387,p1
15,p1_outer,0.21599945,-0.51972365,p1
15,p1_outer,0.21599944,-0.55772346,p1
15,p1_outer,0.21599944,-0.5957233,p1
15,p1_outer,0.21599944,-0.63372314,p1
15,p1_outer,0.21599942,-0.67172295,p1
15,p1_outer,0.21599942,-0.70972276,p1
15,p1_outer,0.21599942,-0.74772257,p1
15,p1_outer,0.21599942,-0.7857224,p1
15,p1_outer,0.21599941,-0.8237222,p1
15,p1_outer,0.21599941,-0.861722,p1
15,p1_outer,0.21599941,-0.8997218,p1
15,p1_outer,0.2159994,-0.93772167,p1
15,p1_outer,0.2159994,-0.9757215,p1
15,p1_outer,0.21599938,-1.0137212,p1
15,p1_outer,0.21599938,-1.0517211,p1
15,p1_outer,0.21599936,-1.0897208,p1
15,p1_outer,0.21599936,-1.1277207,p1
15,p1_outer,0.21599936,-1.1657206,p1
15,p1_outer,0.21599935,-1.2037203,p1
15,p1_outer,0.21599935,-1.2417202,p1
15,p1_outer,0.21599934,-1.27972,p1
15,p1_outer,0.21599934,-1.3177198,p1
15,p1_outer,0.21599932,-1.3557196,p1
15,p1_outer,0.21599932,-1.3937194,p1
15,p1_outer,0.21599936,-1.4317192,p1
15,p1_outer,0.21599936,-1.469719,p1
15,p1_outer,0.21599935,-1.5077188,p1
16,p4_lower,1.4350002,-1.04985,p4
16,p4_lower,1.5350002,-1.04685,p4
16,p4_lower,1.5100002,-1.04685,p4
16,p4_lower,1.4850003,-1.04685,p4
16,p4_lower,1.4600002,-1.04685,p4
16,p4_lower,1.4350001,-1.08785,p4
16,p4_lower,1.4350001,-1.12585,p4
16,p4_lower,1.4610001,-1.16385,p4
16,p4_lower,1.4350002,-1.16385,p4
16,p4_lower,1.4610001,-1.12585,p4
16,p4_lower,1.4870001,-1.08785,p4
16,p4_lower,1.4610002,-1.08785,p4
16,p4_lower,1.4870001,-1.12585,p4
16,p4_lower,1.5130001,-1.16385,p4
16,p4_lower,1.4870001,-1.16385,p4
16,p4_lower,1.5130001,-1.12585,p4
16,p4_lower,1.5390002,-1.08785,p4
16,p4_lower,1.5130001,-1.08785,p4
16,p4_lower,1.539,-1.12585,p4
16,p4_lower,1.5650002,-1.16385,p4
16,p4_lower,1.5390002,-1.16385,p4
16,p4_lower,1.565,-1.12585,p4
16,p4_lower,1.565,-1.08785,p4
17,p4_upper,1.4350002,1.0401499,p4
17,p4_upper,1.5350002,1.0371499,p4
17,p4_upper,1.5100002,1.0371499,p4
17,p4_upper,1.4850003,1.0371499,p4
17,p4_upper,1.4600002,1.0371499,p4
17,p4_upper,1.4350001,1.0781499,p4
17,p4_upper,1.4350001,1.1161499,p4
17,p4_upper,1.4610001,1.1541499,p4
17,p4_upper,1.4350002,1.1541499,p4
17,p4_upper,1.4610001,1.1161499,p4
17,p4_upper,1.4870001,1.0781499,p4
17,p4_upper,1.4610002,1.0781499,p4
17,p4_upper,1.4870001,1.1161499,p4
17,p4_upper,1.5130001,1.1541499,p4
17,p4_upper,1.4870001,1.1541499,p4
17,p4_upper,1.5130001,1.1161499,p4
17,p4_upper,1.5390002,1.0781499,p4
17,p4_upper,1.5130001,1.0781499,p4
17,p4_upper,1.539,1.1161499,p4
17,p4_upper,1.5650002,1.1541499,p4
17,p4_upper,1.5390002,1.1541499,p4
17,p4_upper,1.565,1.1161499,p4
17,p4_upper,1.565,1.0781499,p4
18,p5_lower,1.585,-0.42035004,p5
18,p5_lower,1.61,-0.42035004,p5
18,p5_lower,1.635,-0.42035004,p5
18,p5_lower,1.66,-0.42035004,p5
18,p5_lower,1.685,-0.42035004,p5
18,p5_lower,1.585,-0.38135004,p5
18,p5_lower,1.585,-0.34235004,p5
18,p5_lower,1.585,-0.30335003,p5
18,p5_lower,1.635,-0.38135004,p5
18,p5_lower,1.635,-0.34235004,p5
18,p5_lower,1.635,-0.30335003,p5
18,p5_lower,1.66,-0.30335003,p5
18,p5_lower,1.66,-0.34232005,p5
18,p5_lower,1.66,-0.38135004,p5
18,p5_lower,1.685,-0.38135004,p5
18,p5_lower,1.6850001,-0.34235004,p5
18,p5_lower,1.6850001,-0.30335003,p5
18,p5_lower,1.715,-0.30335006,p5
18,p5_lower,1.715,-0.34235004,p5
18,p5_lower,1.715,-0.38135004,p5
18,p5_lower,1.715,-0.42035004,p5
18,p5_lower,1.6099776,-0.32117972,p5
18,p5_lower,1.60998,-0.36498255,p5
19,p5_upper,1.585,0.41065004,p5
19,p5_upper,1.61,0.41065004,p5
19,p5_upper,1.635,0.41065004,p5
19,p5_upper,1.66,0.41065004,p5
19,p5_upper,1.685,0.41065004,p5
19,p5_upper,1.585,0.37165004,p5
19,p5_upper,1.585,0.33265004,p5
19,p5_upper,1.585,0.29365003,p5
19,p5_upper,1.635,0.37165004,p5
19,p5_upper,1.635,0.33265004,p5
19,p5_upper,1.635,0.29365003,p5
19,p5_upper,1.66,0.29365003,p5
19,p5_upper,1.66,0.33262005,p5
19,p5_upper,1.66,0.37165004,p5
19,p5_upper,1.685,0.37165004,p5
19,p5_upper,1.6850001,0.33265004,p5
19,p5_upper,1.6850001,0.29365003,p5
19,p5_upper,1.715,0.29365006,p5
19,p5_upper,1.715,0.33265004,p5
19,p5_upper,1.715,0.37165004,p5
19,p5_upper,1.715,0.41065004,p5
19,p5_upper,1.6099776,0.31147972,p5
19,p5_upper,1.60998,0.35528255,p5
20,p6_lower,1.2887001,-1.00165,p6
20,p6_lower,1.2887001,-0.98135,p6
20,p6_lower,1.3090001,-0.96105,p6
20,p6_lower,1.2887001,-0.96105,p6
20,p6_lower,1.3090001,-0.98135,p6
20,p6_lower,1.33415,-0.93675,p6
20,p6_lower,1.33415,-0.91645,p6
20,p6_lower,1.35445,-0.89615,p6
20,p6_lower,1.33415,-0.89615,p6
20,p6_lower,1.35445,-0.91645,p6
21,p6_upper,1.2887001,0.996165,p6
21,p6_upper,1.2887001,0.975865,p6
21,p6_upper,1.3090001,0.955565,p6
21,p6_upper,1.2887001,0.955565,p6
21,p6_upper,1.3090001,0.975865,p6
21,p6_upper,1.33415,0.931265,p6
21,p6_upper,1.33415,0.910965,p6
21,p6_upper,1.35445,0.890665,p6
21,p6_upper,1.33415,0.890665,p6
21,p6_upper,1.35445,0.910965,p6
22,pc/,0.059501145,-0.7815211,pc
22,pc/,0.059501152,-0.7595208,pc
22,pc/,0.059501156,-0.73752064,pc
22,pc/,0.05950116,-0.7155204,pc
22,pc/,0.059501164,-0.6935202,pc
22,pc/,0.05950121,-0.67151994,pc
22,pc/,0.05950117,-0.64951974,pc
22,pc/,0.059501175,-0.6275195,pc
22,pc/,0.05950118,-0.6055193,pc
22,pc/,0.059501223,-0.58351904,pc
22,pc/,0.059501186,-0.56151885,pc
22,pc/,0.05950119,-0.53951865,pc
22,pc/,0.05950119,-0.5175184,pc
22,pc/,0.059501193,-0.4955182,pc
22,pc/,0.059501234,-0.47351798,pc
22,pc/,0.059501197,-0.45151776,pc
22,pc/,0.059501197,-0.42951757,pc
22,pc/,0.059501197,-0.40751734,pc
22,pc/,0.0595012,-0.38551712,pc
22,pc/,0.0595012,-0.3635169,pc
22,pc/,0.0595012,-0.34151667,pc
22,pc/,0.0595012,-0.31951645,pc
22,pc/,0.0595012,-0.29751623,pc
22,pc/,0.0595012,-0.275516,pc
22,pc/,0.0595012,-0.25351578,pc
22,pc/,0.0595012,-0.23151556,pc
22,pc/,0.0595012,-0.20951533,pc
22,pc/,0.059501197,-0.18751511,pc
22,pc/,0.05950124,-0.1655149,pc
22,pc/,0.059501193,-0.14351468,pc
22,pc/,0.059501193,-0.121514454,pc
22,pc/,0.05950119,-0.09951423,pc
22,pc/,0.05950119,-0.077514015,pc
22,pc/,0.059501186,-0.055513795,pc
22,pc/,0.059501223,-0.033513576,pc
22,pc/,0.059501223,-0.011513355,pc
22,pc/,0.05950118,0.0104868645,pc
22,pc/,0.059501175,0.032487083,pc
22,pc/,0.05950117,0.054487307,pc
22,pc/,0.059501167,0.07648753,pc
22,pc/,0.059501164,0.09848775,pc
22,pc/,0.059501156,0.12048797,pc
22,pc/,0.059501152,0.1424882,pc
22,pc/,0.05950115,0.1644884,pc
22,pc/,0.05950114,0.18648863,pc
22,pc/,0.059501138,0.20848885,pc
22,pc/,0.05950113,0.23048908,pc
22,pc/,0.059501126,0.25248927,pc
22,pc/,0.05950112,0.2744895,pc
22,pc/,0.059501115,0.29648972,pc
22,pc/,0.059501108,0.31848994,pc
22,pc/,0.0595011,0.34049016,pc
22,pc/,0.059501134,0.3624904,pc
22,pc/,0.059501085,0.3844906,pc
22,pc/,0.059501078,0.40649086,pc
22,pc/,0.05950111,0.4284907,pc
22,pc/,0.0595011,0.4504913,pc
22,pc/,0.059501093,0.4724915,pc
22,pc/,0.059501085,0.4944919,pc
22,pc/,0.059501074,0.51649207,pc
22,pc/,0.059500895,0.5384923,pc
22,pc/,0.059501056,0.5604925,pc
22,pc/,0.059501044,0.5824928,pc
22,pc/,0.059501037,0.60449296,pc
22,pc/,0.059501026,0.6264932,pc
22,pc/,0.059501052,0.6484934,pc
22,pc/,0.059501458,0.67049366,pc
22,pc/,0.059501767,0.69249403,pc
22,pc/,0.059501983,0.71449417,pc
22,pc/,0.059502114,0.7364944,pc
22,pc/,0.059500955,0.7584946,pc
22,pc/,0.07150049,0.7584885,pc
22,pc/,0.0715005,0.73648864,pc
22,pc/,0.07150051,0.7144888,pc
22,pc/,0.07150052,0.692489,pc
22,pc/,0.07150053,0.6704892,pc
22,pc/,0.07150054,0.64848936,pc
22,pc/,0.07150055,0.6264895,pc
22,pc/,0.071500555,0.60448974,pc
22,pc/,0.07150057,0.5824899,pc
22,pc/,0.07150058,0.5604901,pc
22,pc/,0.071500584,0.5384903,pc
22,pc/,0.07150059,0.51649046,pc
22,pc/,0.0715006,0.4944906,pc
22,pc/,0.07150061,0.4724908,pc
22,pc/,0.071500614,0.45049098,pc
22,pc/,0.07150062,0.42849118,pc
22,pc/,0.07150063,0.40649134,pc
22,pc/,0.07150064,0.38449153,pc
22,pc/,0.071500644,0.36249173,pc
22,pc/,0.07150065,0.3404919,pc
22,pc/,0.07150066,0.31849208,pc
22,pc/,0.07150067,0.29649228,pc
22,pc/,0.071500674,0.27449244,pc
22,pc/,0.071500674,0.25249264,pc
22,pc/,0.07150068,0.23049283,pc
22,pc/,0.07150069,0.20849301,pc
22,pc/,0.071500696,0.1864932,pc
22,pc/,0.071500696,0.16449338,pc
22,pc/,0.0715007,0.14249356,pc
22,pc/,0.07150071,0.12049374,pc
22,pc/,0.07150071,0.09849393,pc
22,pc/,0.07150072,0.07649444,pc
22,pc/,0.07150066,0.05449432,pc
22,pc/,0.071500726,0.032494564,pc
22,pc/,0.071500726,0.010494695,pc
22,pc/,0.07150073,-0.01150511,pc
