0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1.2104102324329569,1.2099658048540711,1.2095045802942248,1.2090372021423001,1.2085807436103162,1.2081595508296998,1.2077960311876486,1.2074939000927214,1.20721869,1.2068778519380312,1.2063229420869215,1.2054851850503079,1.2045943889994373,1.2039999524745635,1.2038586207660484,1.2041957008304889,1.2050052535502347,1.2061435743148248,1.207236942670418,1.2079592406526838,1.2082642772912047,1.2082572214066267,1.2080524945556053,1.2077348534005439,1.2073621216778025,1.206973898602559,1.2065978928229535,1.2062537613016457,1.2059554143671414,1.2057125193482487,1.2055316088296493,1.205416957710642,1.205371446107084,1.2053970300213401,1.205493807354284,1.2056591980705298,1.2058882342621848,1.2061736256923854,1.206505124074496,1.2068683227252908,1.2072429415342587,1.2076002451915708,1.2078987459799384,1.2080772145288057,1.2080458814191184,1.207687014448324,1.206907655039069,1.2057980710801042,1.204717037917516,1.2040040994916927,1.2037637487435007,1.2039937769526896,1.2046589603006757,1.2055683122112952,1.2063683081376517,1.2068849450753796,1.2072212573767462,1.2075181714289027,1.2078505785843558,1.2082403953330056,1.208678294146471,1.209141448179399,1.209607785728172,1.2100629650022674,1.2104984106668353
1.2063228029890851,1.2053126218017236,1.2042644973700969,1.2032005926269427,1.2021592049150425,1.2011980894583443,1.2003727427934843,1.199696938449461,1.199098239856905,1.1983693857719613,1.1971397855701413,1.1951732885023294,1.193049218859352,1.1916641410222029,1.191340786850514,1.1921031395879265,1.193971907957084,1.196662273854681,1.1992354466576287,1.2008784119617426,1.2015363987201069,1.201487738158468,1.2010002545183418,1.200264508353546,1.1994090502127617,1.1985218666077164,1.197664684970445,1.1968814378781034,1.196203184301518,1.1956514099103883,1.1952405938952129,1.1949802008818933,1.1948765722307872,1.1949344439897567,1.1951543041269532,1.1955301865693142,1.196050800142376,1.1966998591644018,1.1974545962029233,1.1982829067340461,1.1991395270896599,1.1999604927516145,1.2006537511786135,1.201083126797322,1.2010460015909628,1.2002634020615295,1.1984780945521394,1.1958567325616865,1.1933083310897372,1.1916700345407807,1.191128018275239,1.1916541516169041,1.1932105632161576,1.1953793723476995,1.1972416677406592,1.1983750611671753,1.1990967360702494,1.1997497314894958,1.2004975615576725,1.2013839670951918,1.202382980898753,1.2034388591238485,1.2044996344862002,1.205533505346758,1.2065229363419456
1.2006003873585944,1.1987913969571935,1.1969151423103523,1.1950055578308063,1.193129726791302,1.1913974188916239,1.189919886621065,1.188735128475988,1.1877282824625224,1.1865428897088286,1.1844453673032072,1.1807480227575626,1.1766608952524162,1.1741069552181607,1.1735303630949323,1.1748771273245358,1.1782816971276722,1.1833879814974366,1.1882403284130665,1.191171625386924,1.1922543684643256,1.1920855521195488,1.191158357903605,1.1898070335612532,1.1882543234607292,1.1866529573409412,1.1851105338578738,1.1837039694066118,1.182487659509436,1.181499103827494,1.1807635025229555,1.1802971799459854,1.180110821708882,1.1802138420911488,1.1806078545059588,1.1812817367891937,1.182215261569384,1.1833798692077468,1.1847358679237636,1.186227164173515,1.1877746505791895,1.189266990653883,1.1905447644326932,1.1913719541322079,1.191391581585021,1.1900820354405224,1.1868618325335496,1.1818861865450918,1.177072792468899,1.1741098929322775,1.1731559717830655,1.1740960951799526,1.1769878498646986,1.181167186059337,1.184621206125726,1.1865237942954363,1.1877070300963937,1.188824342380393,1.1901462005675683,1.1917362325159668,1.1935360937296218,1.195435911457193,1.1973378978446247,1.1991873552315053,1.2009583564059507
1.1932563841069628,1.1904105186814091,1.1874618709974223,1.1844491365122134,1.1814741029013551,1.1787229078951702,1.1763957249554233,1.174579213223467,1.1731218053513985,1.1715069958567759,1.1685119597345348,1.1622850338645498,1.155177951586685,1.1510654772789122,1.1501884876907036,1.1522444939874683,1.1576599016721987,1.1663650374983157,1.174554274718718,1.1790863891562533,1.1805749086550243,1.1801433365837577,1.1785780215535755,1.1763862466762398,1.173902812161629,1.1713586564527243,1.1689172561719021,1.1666963356056919,1.1647791155322742,1.1632226864093531,1.1620654232608205,1.1613317769420226,1.1610366143344772,1.1611973241962903,1.161818102,1.162880114028985,1.164351488876291,1.1661884862097018,1.1683308298981563,1.1706928711816678,1.1731539376335423,1.1755450588133016,1.1776261112988018,1.1790424931008043,1.1792501294181676,1.177404080329536,1.1723461120593828,1.1638533940282425,1.1557237488917362,1.151062553797095,1.1496121707767972,1.1510532088825953,1.1557706066775255,1.1630712903118252,1.168761302070943,1.1714096281804225,1.1730508719505015,1.1747103357843574,1.1767587714727532,1.1792689384476234,1.1821253067178308,1.1851336948109026,1.1881302475921596,1.1910342803790217,1.1938187607882518
1.1843072961432342,1.1801799121607608,1.1759138051400202,1.1715302639733947,1.167169301200125,1.1631260275969784,1.1597382659883535,1.157179366,1.1552759019378498,1.1533698090614644,1.149760811936215,1.1398606989120152,1.1280561701888925,1.122100045513196,1.120938841932981,1.1237560550940304,1.1315283494263009,1.1455989265176492,1.1585977909662653,1.1648624984043316,1.1666044353246254,1.1656797793944584,1.1632312647241076,1.159940195,1.1562668470395703,1.152541038313324,1.1489689700667294,1.145735379798508,1.1429518195781145,1.1406875759749933,1.1390142846487217,1.137947494622375,1.1375138195563423,1.1377499982548438,1.1386462615489241,1.1401924894296818,1.142332011643769,1.1450007917855418,1.148129154083425,1.151576867518895,1.1551914549739717,1.158737298442856,1.1618696577570335,1.164124697672209,1.1647393151688539,1.1624966948281392,1.155361403394474,1.1415809008676614,1.1286957617303235,1.122105716396164,1.1201217935687224,1.1220725936083178,1.1290356791162548,1.1413123060645722,1.1500335152411196,1.1530953455821866,1.155108083972156,1.1573568485407764,1.1602800872222727,1.1639429556403742,1.168135711346617,1.1725363345041218,1.1768884449658548,1.1810859033785719,1.1851214961344987
1.1737714499488179,1.1681092151280381,1.1622865416969201,1.156252696,1.150188493785872,1.1445413444415102,1.139858813290425,1.1364573115727987,1.1341562982948632,1.1322073545568376,1.1281398660398385,1.1130731235262787,1.0935593303333984,1.0859046592089812,1.0845812417227265,1.088090025649493,1.0981378917654387,1.1204531868977357,1.1402982272759676,1.1480003764631235,1.1496620019333967,1.1479182448494396,1.1442870214101648,1.1396025977022977,1.1344487838507127,1.129287877425844,1.1243368766865833,1.119882406760814,1.1160630130209914,1.1129413586513193,1.1106591399411505,1.1091920714697077,1.1085836865356304,1.108914612,1.1101366631180263,1.1122689169405675,1.1152120372100454,1.1188771140167817,1.1232034530380455,1.127965213,1.1329932739301982,1.1379772850603547,1.1424461583858057,1.145851288830847,1.1471954923278125,1.1449054723970828,1.1359300201792673,1.1138376523032094,1.0943425656743286,1.0859606203077175,1.0834875132835806,1.0858101417587975,1.094974999049884,1.1158584525436026,1.1282901248728725,1.1316054535663835,1.133826865,1.1366878954886486,1.1406322237450066,1.145706282862999,1.1515512402409516,1.157653782613179,1.1636306106705696,1.1693539527047976,1.1748856677026347
1.1616667261638256,1.154205743907845,1.1466061573198387,1.1386295044391368,1.1305048321881541,1.122880337487384,1.1166349027385074,1.1122989341716951,1.109676625494333,1.1080944258777556,1.1043952599985254,1.0851460021661754,1.0558229579372989,1.0476069165094803,1.0458810530609066,1.0504735773139797,1.0614752747161886,1.0944620467843817,1.1205118985721327,1.1286693377426797,1.1296982450386488,1.1267478932782555,1.1215274851291266,1.1151182648538078,1.108165047160368,1.101272754269609,1.0947015483075067,1.088795482,1.0837654939696544,1.079642333133072,1.076633389,1.0747128859644914,1.073911828,1.074339626023703,1.0759767110060445,1.0787838388400786,1.0826674219056314,1.087524371,1.0932379306909892,1.099584589712311,1.1063069689458915,1.1130161780679466,1.1191872518551222,1.1240953123379829,1.1266038869919923,1.1248608466171532,1.1151559507742166,1.082555043606632,1.057312627423374,1.0472609596281293,1.0449054591296203,1.047236335667143,1.0569439017937865,1.0896544160777057,1.104005392052204,1.1069281224957508,1.1091090476895487,1.112599351114052,1.1177058777229252,1.1244914194997333,1.1323588349160627,1.140503925279673,1.1483872133427715,1.1558469487680036,1.163127517026762
1.1480036204931687,1.138528258313707,1.128955183822515,1.1187420366031444,1.1081548794985445,1.0980355306508958,1.0899563683371063,1.0846011831081848,1.081716155234537,1.0810655146088262,1.0800564870213765,1.0669148182068244,1.0477956472200765,1.0406424030586277,1.0397746745095273,1.0438582689145746,1.0550562294593582,1.0798586124527896,1.1009484145344954,1.1080282997255886,1.1076894267297155,1.1029689235441236,1.0957460566320063,1.0872005296416163,1.078153033366675,1.0691871594529276,1.0607421018916532,1.0531619977006614,1.0466841615475218,1.0414585303482526,1.0375885472776023,1.0351571330789124,1.0341975009537392,1.0347687569132464,1.0368822506344304,1.040475129308654,1.045447040670749,1.0516766437839367,1.0590091934343153,1.067207077564373,1.0759265430224552,1.0847055079626982,1.0929445941157498,1.0997882713108582,1.1039972461973746,1.1035635967310984,1.0950652504980172,1.071486691783629,1.0498392816787727,1.0406396727319982,1.037759686,1.039694574038223,1.0483502059667045,1.0687214904897748,1.078469955602724,1.0789637707031863,1.0808233350930627,1.085006049219326,1.091380034569263,1.1002538288896542,1.1106020475387637,1.1211246646653672,1.1312626576243057,1.1406144915815046,1.1498275397107731
1.133075105,1.1213455008590416,1.1096862745983207,1.0968018160832111,1.0832500826229876,1.0701959810433859,1.0596966033112314,1.0533516641617429,1.0502798549886616,1.0508250987763954,1.0553945076337234,1.0517787564686436,1.0423397922945232,1.0377159979981427,1.037475554,1.0413008450677093,1.0507936889240372,1.0676356797571254,1.0819345909782483,1.0864059431178545,1.0838466879735105,1.076830162590716,1.0671687982277858,1.0561031985355915,1.0445662096394495,1.0332233603931584,1.022591496820447,1.0130878639982168,1.0049924866953583,0.998476441,0.9936496017255575,0.9906312993269178,0.9894737406626446,0.9902189054415715,0.9928693729805536,0.9973643484143256,1.0035784962435346,1.011370063233232,1.0205693977371377,1.0308992941247663,1.0419469770569012,1.0531645785664434,1.0638791337308031,1.073129972477526,1.0796193358792963,1.0814403315688135,1.0758168048227805,1.0605493430224942,1.0453195827635104,1.0375010249386314,1.0348316355939158,1.0359868486596702,1.0414851945078514,1.0507952376395948,1.051813699354041,1.0472910597423843,1.049040403207568,1.0538270757867167,1.0616239349985082,1.0730340773669023,1.0863854082939277,1.0998399633489249,1.1124808255099945,1.1239765997287932,1.1353987029547357
1.1175106334753222,1.103473390580187,1.088630121808229,1.0727168103075264,1.0556624881594705,1.0388426977419447,1.025357522813787,1.0181262784114866,1.0150304716706888,1.0162478811833164,1.0302705006509978,1.0367325325227352,1.0351418621543158,1.0336059207022108,1.0341498782831566,1.0373519540019571,1.0443181046095582,1.0549082410914083,1.063060550345966,1.0639030700839232,1.0583789397580177,1.0484641543529034,1.0358563456020515,1.021817512350112,1.0073933082981557,0.993318615,0.9801840072885176,0.9684968884956967,0.9585790392416877,0.9506313330201202,0.9447841876671739,0.9411460501022586,0.9397747748758325,0.940703365,0.9439273270435308,0.9493881057530675,0.9569699857418615,0.9665222172350582,0.9778418783926327,0.9906123665760679,1.0043450403581713,1.0183945319301093,1.0320391809010523,1.0442119175171618,1.0536017407115048,1.0584588928717573,1.0567815796539244,1.0482243164638207,1.0386546260365954,1.0330284883446896,1.030851565355384,1.0310228463088638,1.032873314080504,1.033483143798083,1.023833695400378,1.0104382065067932,1.0135651855302308,1.0187324974601042,1.0279240476198048,1.042553680410361,1.0596361548656934,1.0764504555170444,1.0920930614159985,1.1065335309203854,1.1200196123026822
