1.210410232432956867e+00,1.209965804854071125e+00,1.209504580294224807e+00,1.209037202142300149e+00,1.208580743610316199e+00,1.208159550829699835e+00,1.207796031187648556e+00,1.207493900092721395e+00,1.207218690451359988e+00,1.206877851938031210e+00,1.206322942086921479e+00,1.205485185050307884e+00,1.204594388999437271e+00,1.203999952474563484e+00,1.203858620766048437e+00,1.204195700830488880e+00,1.205005253550234690e+00,1.206143574314824773e+00,1.207236942670417923e+00,1.207959240652683786e+00,1.208264277291204669e+00,1.208257221406626725e+00,1.208052494555605261e+00,1.207734853400543873e+00,1.207362121677802547e+00,1.206973898602559103e+00,1.206597892822953488e+00,1.206253761301645744e+00,1.205955414367141376e+00,1.205712519348248746e+00,1.205531608829649270e+00,1.205416957710641945e+00,1.205371446107083910e+00,1.205397030021340132e+00,1.205493807354284019e+00,1.205659198070529792e+00,1.205888234262184833e+00,1.206173625692385398e+00,1.206505124074495949e+00,1.206868322725290765e+00,1.207242941534258707e+00,1.207600245191570831e+00,1.207898745979938404e+00,1.208077214528805676e+00,1.208045881419118395e+00,1.207687014448324048e+00,1.206907655039068938e+00,1.205798071080104172e+00,1.204717037917516054e+00,1.204004099491692736e+00,1.203763748743500672e+00,1.203993776952689609e+00,1.204658960300675652e+00,1.205568312211295234e+00,1.206368308137651724e+00,1.206884945075379578e+00,1.207221257376746237e+00,1.207518171428902720e+00,1.207850578584355850e+00,1.208240395333005646e+00,1.208678294146471099e+00,1.209141448179398948e+00,1.209607785728171958e+00,1.210062965002267399e+00,1.210498410666835278e+00
1.206322802989085119e+00,1.205312621801723605e+00,1.204264497370096887e+00,1.203200592626942678e+00,1.202159204915042467e+00,1.201198089458344276e+00,1.200372742793484271e+00,1.199696938449460903e+00,1.199098239856905002e+00,1.198369385771961282e+00,1.197139785570141335e+00,1.195173288502329401e+00,1.193049218859352001e+00,1.191664141022202861e+00,1.191340786850513922e+00,1.192103139587926464e+00,1.193971907957084078e+00,1.196662273854681047e+00,1.199235446657628712e+00,1.200878411961742609e+00,1.201536398720106869e+00,1.201487738158468099e+00,1.201000254518341803e+00,1.200264508353545923e+00,1.199409050212761674e+00,1.198521866607716424e+00,1.197664684970445093e+00,1.196881437878103416e+00,1.196203184301517952e+00,1.195651409910388319e+00,1.195240593895212866e+00,1.194980200881893273e+00,1.194876572230787248e+00,1.194934443989756678e+00,1.195154304126953226e+00,1.195530186569314202e+00,1.196050800142375969e+00,1.196699859164401802e+00,1.197454596202923272e+00,1.198282906734046138e+00,1.199139527089659873e+00,1.199960492751614538e+00,1.200653751178613504e+00,1.201083126797322098e+00,1.201046001590962753e+00,1.200263402061529483e+00,1.198478094552139384e+00,1.195856732561686453e+00,1.193308331089737218e+00,1.191670034540780687e+00,1.191128018275239064e+00,1.191654151616904134e+00,1.193210563216157594e+00,1.195379372347699531e+00,1.197241667740659210e+00,1.198375061167175293e+00,1.199096736070249358e+00,1.199749731489495819e+00,1.200497561557672510e+00,1.201383967095191796e+00,1.202382980898752951e+00,1.203438859123848514e+00,1.204499634486200232e+00,1.205533505346757961e+00,1.206522936341945629e+00
1.200600387358594423e+00,1.198791396957193500e+00,1.196915142310352342e+00,1.195005557830806309e+00,1.193129726791301914e+00,1.191397418891623872e+00,1.189919886621064959e+00,1.188735128475987946e+00,1.187728282462522378e+00,1.186542889708828596e+00,1.184445367303207153e+00,1.180748022757562632e+00,1.176660895252416239e+00,1.174106955218160664e+00,1.173530363094932305e+00,1.174877127324535753e+00,1.178281697127672167e+00,1.183387981497436625e+00,1.188240328413066482e+00,1.191171625386924005e+00,1.192254368464325642e+00,1.192085552119548808e+00,1.191158357903604914e+00,1.189807033561253169e+00,1.188254323460729234e+00,1.186652957340941228e+00,1.185110533857873794e+00,1.183703969406611822e+00,1.182487659509436018e+00,1.181499103827494013e+00,1.180763502522955477e+00,1.180297179945985375e+00,1.180110821708882041e+00,1.180213842091148768e+00,1.180607854505958842e+00,1.181281736789193682e+00,1.182215261569383946e+00,1.183379869207746848e+00,1.184735867923763619e+00,1.186227164173514925e+00,1.187774650579189517e+00,1.189266990653883083e+00,1.190544764432693192e+00,1.191371954132207867e+00,1.191391581585020898e+00,1.190082035440522379e+00,1.186861832533549599e+00,1.181886186545091810e+00,1.177072792468899065e+00,1.174109892932277521e+00,1.173155971783065521e+00,1.174096095179952615e+00,1.176987849864698621e+00,1.181167186059336904e+00,1.184621206125725967e+00,1.186523794295436307e+00,1.187707030096393668e+00,1.188824342380393029e+00,1.190146200567568258e+00,1.191736232515966831e+00,1.193536093729621772e+00,1.195435911457193079e+00,1.197337897844624743e+00,1.199187355231505325e+00,1.200958356405950722e+00
1.193256384106962775e+00,1.190410518681409124e+00,1.187461870997422286e+00,1.184449136512213396e+00,1.181474102901355128e+00,1.178722907895170202e+00,1.176395724955423328e+00,1.174579213223466922e+00,1.173121805351398539e+00,1.171506995856775868e+00,1.168511959734534811e+00,1.162285033864549844e+00,1.155177951586684904e+00,1.151065477278912175e+00,1.150188487690703587e+00,1.152244493987468310e+00,1.157659901672198677e+00,1.166365037498315660e+00,1.174554274718718094e+00,1.179086389156253301e+00,1.180574908655024347e+00,1.180143336583757696e+00,1.178578021553575494e+00,1.176386246676239811e+00,1.173902812161629061e+00,1.171358656452724301e+00,1.168917256171902119e+00,1.166696335605691859e+00,1.164779115532274201e+00,1.163222686409353113e+00,1.162065423260820518e+00,1.161331776942022609e+00,1.161036614334477246e+00,1.161197324196290293e+00,1.161818102204289938e+00,1.162880114028985057e+00,1.164351488876290919e+00,1.166188486209701836e+00,1.168330829898156287e+00,1.170692871181667760e+00,1.173153937633542254e+00,1.175545058813301624e+00,1.177626111298801792e+00,1.179042493100804334e+00,1.179250129418167647e+00,1.177404080329536029e+00,1.172346112059382772e+00,1.163853394028242505e+00,1.155723748891736236e+00,1.151062553797095100e+00,1.149612170776797226e+00,1.151053208882595325e+00,1.155770606677525514e+00,1.163071290311825212e+00,1.168761302070943087e+00,1.171409628180422491e+00,1.173050871950501506e+00,1.174710335784357351e+00,1.176758771472753207e+00,1.179268938447623372e+00,1.182125306717830782e+00,1.185133694810902583e+00,1.188130247592159572e+00,1.191034280379021704e+00,1.193818760788251776e+00
1.184307296143234156e+00,1.180179912160760791e+00,1.175913805140020196e+00,1.171530263973394659e+00,1.167169301200124965e+00,1.163126027596978362e+00,1.159738265988353501e+00,1.157179365866809917e+00,1.155275901937849792e+00,1.153369809061464357e+00,1.149760811936215044e+00,1.139860698912015247e+00,1.128056170188892482e+00,1.122100045513195976e+00,1.120938841932981100e+00,1.123756055094030426e+00,1.131528349426300872e+00,1.145598926517649163e+00,1.158597790966265251e+00,1.164862498404331648e+00,1.166604435324625433e+00,1.165679779394458437e+00,1.163231264724107650e+00,1.159940194633090060e+00,1.156266847039570278e+00,1.152541038313324107e+00,1.148968970066729378e+00,1.145735379798507925e+00,1.142951819578114536e+00,1.140687575974993262e+00,1.139014284648721675e+00,1.137947494622375100e+00,1.137513819556342343e+00,1.137749998254843797e+00,1.138646261548924121e+00,1.140192489429681766e+00,1.142332011643768963e+00,1.145000791785541816e+00,1.148129154083425085e+00,1.151576867518895098e+00,1.155191454973971688e+00,1.158737298442855890e+00,1.161869657757033547e+00,1.164124697672209052e+00,1.164739315168853873e+00,1.162496694828139221e+00,1.155361403394473907e+00,1.141580900867661397e+00,1.128695761730323488e+00,1.122105716396164077e+00,1.120121793568722435e+00,1.122072593608317792e+00,1.129035679116254798e+00,1.141312306064572235e+00,1.150033515241119630e+00,1.153095345582186626e+00,1.155108083972155919e+00,1.157356848540776362e+00,1.160280087222272716e+00,1.163942955640374199e+00,1.168135711346617089e+00,1.172536334504121758e+00,1.176888444965854763e+00,1.181085903378571889e+00,1.185121496134498686e+00
1.173771449948817880e+00,1.168109215128038114e+00,1.162286541696920139e+00,1.156252696027169957e+00,1.150188493785871957e+00,1.144541344441510233e+00,1.139858813290425044e+00,1.136457311572798723e+00,1.134156298294863197e+00,1.132207354556837631e+00,1.128139866039838513e+00,1.113073123526278740e+00,1.093559330333398361e+00,1.085904659208981160e+00,1.084581241722726519e+00,1.088090025649492976e+00,1.098137891765438745e+00,1.120453186897735653e+00,1.140298227275967635e+00,1.148000376463123473e+00,1.149662001933396738e+00,1.147918244849439606e+00,1.144287021410164806e+00,1.139602597702297659e+00,1.134448783850712683e+00,1.129287877425843911e+00,1.124336876686583331e+00,1.119882406760813964e+00,1.116063013020991423e+00,1.112941358651319268e+00,1.110659139941150508e+00,1.109192071469707663e+00,1.108583686535630441e+00,1.108914611749439949e+00,1.110136663118026279e+00,1.112268916940567509e+00,1.115212037210045359e+00,1.118877114016781693e+00,1.123203453038045474e+00,1.127965212829739938e+00,1.132993273930198219e+00,1.137977285060354671e+00,1.142446158385805655e+00,1.145851288830846970e+00,1.147195492327812483e+00,1.144905472397082846e+00,1.135930020179267252e+00,1.113837652303209413e+00,1.094342565674328638e+00,1.085960620307717450e+00,1.083487513283580617e+00,1.085810141758797531e+00,1.094974999049884046e+00,1.115858452543602608e+00,1.128290124872872502e+00,1.131605453566383535e+00,1.133826864734680084e+00,1.136687895488648570e+00,1.140632223745006613e+00,1.145706282862998915e+00,1.151551240240951568e+00,1.157653782613178972e+00,1.163630610670569610e+00,1.169353952704797583e+00,1.174885667702634695e+00
1.161666726163825603e+00,1.154205743907845028e+00,1.146606157319838726e+00,1.138629504439136797e+00,1.130504832188154118e+00,1.122880337487383917e+00,1.116634902738507407e+00,1.112298934171695119e+00,1.109676625494333102e+00,1.108094425877755640e+00,1.104395259998525392e+00,1.085146002166175405e+00,1.055822957937298856e+00,1.047606916509480346e+00,1.045881053060906618e+00,1.050473577313979723e+00,1.061475274716188633e+00,1.094462046784381748e+00,1.120511898572132736e+00,1.128669337742679746e+00,1.129698245038648796e+00,1.126747893278255530e+00,1.121527485129126589e+00,1.115118264853807828e+00,1.108165047160367900e+00,1.101272754269609022e+00,1.094701548307506656e+00,1.088795481652619968e+00,1.083765493969654381e+00,1.079642333133072007e+00,1.076633389360110105e+00,1.074712885964491438e+00,1.073911827946580022e+00,1.074339626023703032e+00,1.075976711006044528e+00,1.078783838840078557e+00,1.082667421905631366e+00,1.087524370535319918e+00,1.093237930690989179e+00,1.099584589712311100e+00,1.106306968945891533e+00,1.113016178067946615e+00,1.119187251855122245e+00,1.124095312337982877e+00,1.126603886991992320e+00,1.124860846617153243e+00,1.115155950774216587e+00,1.082555043606632017e+00,1.057312627423373952e+00,1.047260959628129262e+00,1.044905459129620295e+00,1.047236335667143026e+00,1.056943901793786500e+00,1.089654416077705745e+00,1.104005392052203938e+00,1.106928122495750788e+00,1.109109047689548655e+00,1.112599351114051949e+00,1.117705877722925178e+00,1.124491419499733302e+00,1.132358834916062706e+00,1.140503925279672925e+00,1.148387213342771496e+00,1.155846948768003646e+00,1.163127517026762092e+00
1.148003620493168730e+00,1.138528258313707076e+00,1.128955183822514918e+00,1.118742036603144419e+00,1.108154879498544521e+00,1.098035530650895764e+00,1.089956368337106296e+00,1.084601183108184763e+00,1.081716155234536902e+00,1.081065514608826161e+00,1.080056487021376466e+00,1.066914818206824433e+00,1.047795647220076454e+00,1.040642403058627652e+00,1.039774674509527319e+00,1.043858268914574561e+00,1.055056229459358175e+00,1.079858612452789579e+00,1.100948414534495434e+00,1.108028299725588584e+00,1.107689426729715487e+00,1.102968923544123570e+00,1.095746056632006304e+00,1.087200529641616287e+00,1.078153033366674896e+00,1.069187159452927638e+00,1.060742101891653189e+00,1.053161997700661434e+00,1.046684161547521752e+00,1.041458530348252642e+00,1.037588547277602302e+00,1.035157133078912439e+00,1.034197500953739191e+00,1.034768756913246435e+00,1.036882250634430402e+00,1.040475129308654045e+00,1.045447040670749006e+00,1.051676643783936660e+00,1.059009193434315321e+00,1.067207077564372941e+00,1.075926543022455162e+00,1.084705507962698157e+00,1.092944594115749846e+00,1.099788271310858212e+00,1.103997246197374604e+00,1.103563596731098384e+00,1.095065250498017173e+00,1.071486691783628986e+00,1.049839281678772718e+00,1.040639672731998200e+00,1.037759685903639983e+00,1.039694574038223074e+00,1.048350205966704474e+00,1.068721490489774828e+00,1.078469955602723962e+00,1.078963770703186276e+00,1.080823335093062720e+00,1.085006049219326085e+00,1.091380034569263024e+00,1.100253828889654173e+00,1.110602047538763681e+00,1.121124664665367199e+00,1.131262657624305668e+00,1.140614491581504630e+00,1.149827539710773117e+00
1.133075104742550021e+00,1.121345500859041611e+00,1.109686274598320699e+00,1.096801816083211145e+00,1.083250082622987609e+00,1.070195981043385869e+00,1.059696603311231389e+00,1.053351664161742862e+00,1.050279854988661610e+00,1.050825098776395405e+00,1.055394507633723444e+00,1.051778756468643605e+00,1.042339792294523226e+00,1.037715997998142736e+00,1.037475553682090101e+00,1.041300845067709258e+00,1.050793688924037239e+00,1.067635679757125367e+00,1.081934590978248290e+00,1.086405943117854545e+00,1.083846687973510470e+00,1.076830162590715956e+00,1.067168798227785764e+00,1.056103198535591536e+00,1.044566209639449461e+00,1.033223360393158430e+00,1.022591496820447032e+00,1.013087863998216820e+00,1.004992486695358345e+00,9.984764408201139974e-01,9.936496017255574964e-01,9.906312993269178468e-01,9.894737406626445964e-01,9.902189054415715397e-01,9.928693729805535551e-01,9.973643484143256410e-01,1.003578496243534568e+00,1.011370063233232086e+00,1.020569397737137729e+00,1.030899294124766330e+00,1.041946977056901202e+00,1.053164578566443410e+00,1.063879133730803117e+00,1.073129972477526062e+00,1.079619335879296260e+00,1.081440331568813473e+00,1.075816804822780526e+00,1.060549343022494151e+00,1.045319582763510446e+00,1.037501024938631389e+00,1.034831635593915777e+00,1.035986848659670168e+00,1.041485194507851375e+00,1.050795237639594815e+00,1.051813699354041010e+00,1.047291059742384345e+00,1.049040403207567973e+00,1.053827075786716749e+00,1.061623934998508156e+00,1.073034077366902261e+00,1.086385408293927712e+00,1.099839963348924865e+00,1.112480825509994498e+00,1.123976599728793158e+00,1.135398702954735661e+00
1.117510633475322201e+00,1.103473390580187008e+00,1.088630121808229045e+00,1.072716810307526414e+00,1.055662488159470502e+00,1.038842697741944709e+00,1.025357522813787003e+00,1.018126278411486618e+00,1.015030471670688828e+00,1.016247881183316437e+00,1.030270500650997789e+00,1.036732532522735228e+00,1.035141862154315806e+00,1.033605920702210801e+00,1.034149878283156632e+00,1.037351954001957122e+00,1.044318104609558207e+00,1.054908241091408350e+00,1.063060550345966027e+00,1.063903070083923152e+00,1.058378939758017667e+00,1.048464154352903410e+00,1.035856345602051531e+00,1.021817512350112089e+00,1.007393308298155654e+00,9.933186150719669483e-01,9.801840072885176225e-01,9.684968884956967061e-01,9.585790392416877470e-01,9.506313330201201506e-01,9.447841876671738692e-01,9.411460501022586023e-01,9.397747748758324970e-01,9.407033649053160307e-01,9.439273270435307728e-01,9.493881057530675349e-01,9.569699857418615396e-01,9.665222172350581564e-01,9.778418783926327018e-01,9.906123665760678820e-01,1.004345040358171293e+00,1.018394531930109315e+00,1.032039180901052289e+00,1.044211917517161803e+00,1.053601740711504808e+00,1.058458892871757318e+00,1.056781579653924386e+00,1.048224316463820749e+00,1.038654626036595419e+00,1.033028488344689633e+00,1.030851565355384025e+00,1.031022846308863761e+00,1.032873314080503979e+00,1.033483143798082926e+00,1.023833695400377941e+00,1.010438206506793168e+00,1.013565185530230783e+00,1.018732497460104192e+00,1.027924047619804826e+00,1.042553680410361006e+00,1.059636154865693403e+00,1.076450455517044436e+00,1.092093061415998489e+00,1.106533530920385422e+00,1.120019612302682210e+00
